iter	Logloss	Accuracy
866	0.2028592962	0.9130939829
867	0.2028415632	0.9131297246
868	0.2028075281	0.9131565309
869	0.2027708658	0.9131565309
870	0.2027331468	0.9131297246
871	0.2027146486	0.9131833372
872	0.2026871448	0.9132369498
873	0.202663407	0.9132548207
874	0.2026283003	0.913281627
875	0.2025996185	0.9132994978
876	0.202577367	0.9133173687
877	0.202544044	0.913281627
878	0.2025073132	0.9133173687
879	0.2024623335	0.913344175
880	0.2024279116	0.9133888522
881	0.2023788188	0.9134335293
882	0.2023590215	0.913469271
883	0.2023191539	0.9134335293
884	0.2022992079	0.9134960773
885	0.2022745097	0.9135496899
886	0.2022426337	0.9136033025
887	0.2022063404	0.9136479797
888	0.2021949393	0.9136211734
889	0.2021660011	0.9136390443
890	0.2021308429	0.9136390443
891	0.2021156913	0.9136569151
892	0.2020915997	0.913674786
893	0.2020493864	0.9136658506
894	0.2020057124	0.9137105277
895	0.2019609362	0.9137998821
896	0.2019322663	0.9137820112
897	0.2019143041	0.9138356238
898	0.2018832209	0.9138266883
899	0.2018470093	0.9138803009
900	0.2018045323	0.9138713655
901	0.20178549	0.9138534946
902	0.2017575568	0.9138713655
903	0.2017305428	0.9139160427
904	0.2017082479	0.9139071072
905	0.2016750273	0.9138981718
906	0.2016209982	0.9139875261
907	0.2015858627	0.914005397
908	0.2015329836	0.914005397
909	0.2015121169	0.9140143324
910	0.2014883731	0.9140411387
911	0.2014626493	0.9140411387
912	0.2014323595	0.9140858159
913	0.2014000109	0.9141841057
914	0.2013665605	0.9142019765
915	0.2013328807	0.9142466537
916	0.2013086914	0.9143092017
917	0.2012754088	0.9143181371
918	0.2012500057	0.9142823954
919	0.2012024482	0.9143717497
920	0.2011575814	0.9143181371
921	0.2011352286	0.9142913308
922	0.2011062537	0.9142913308
923	0.2010613569	0.9143002663
924	0.2010134791	0.9143538789
925	0.2009785503	0.9143896206
926	0.2009519714	0.9143628143
927	0.2009228949	0.9142823954
928	0.2008828919	0.9143449434
929	0.2008616368	0.9143092017
930	0.2008248968	0.914336008
931	0.2007834436	0.9143538789
932	0.2007547449	0.9143896206
933	0.2007272906	0.9143896206
934	0.2006998768	0.914398556
935	0.2006778162	0.9144432332
936	0.2006401035	0.9144789749
937	0.2006270944	0.9144700395
938	0.200605513	0.9144789749
939	0.2005863091	0.9144700395
940	0.2005411771	0.9145236521
941	0.2005010322	0.9145862001
942	0.2004771652	0.9145147167
943	0.2004533496	0.9144700395
944	0.2004228504	0.9144611041
945	0.2003979751	0.9144611041
946	0.2003764915	0.9144611041
947	0.2003367335	0.9145147167
948	0.2003007723	0.914541523
949	0.2002712795	0.9145951356
950	0.2002354163	0.9145683293
951	0.200215822	0.9145862001
952	0.200176108	0.9146219418
953	0.2001408307	0.9145593938
954	0.2001163033	0.9145772647
955	0.2000857756	0.9146487481
956	0.200067362	0.9146934253
957	0.2000298364	0.9147381025
958	0.1999980472	0.9147470379
959	0.1999689704	0.9147917151
960	0.1999294422	0.9148006505
961	0.1999086885	0.9148185214
962	0.1998913212	0.9148274568
963	0.199858686	0.9148810694
964	0.1998115778	0.9149168111
965	0.1997937458	0.914934682
966	0.1997741205	0.9149257466
967	0.1997422238	0.9149168111
968	0.1997088484	0.9149436174
969	0.1996634018	0.9149882946
970	0.1996217039	0.9149614883
971	0.1996125229	0.9150329717
972	0.1995810622	0.9149614883
973	0.1995461952	0.9149614883
974	0.1995126825	0.9150151009
975	0.1994749718	0.9150687135
976	0.1994535152	0.9150240363
977	0.1994341674	0.91499723
978	0.1994090267	0.9150419072
979	0.1993857991	0.9150419072
980	0.1993687708	0.9150329717
981	0.1993408135	0.9150955198
982	0.1993254091	0.9150955198
983	0.1992845346	0.9151223261
984	0.1992535279	0.9151491324
985	0.1992108736	0.9151312615
986	0.1991745931	0.9151401969
987	0.1991333416	0.9151401969
988	0.1991147893	0.9151848741
989	0.1990853084	0.9152474221
990	0.1990668618	0.9153010347
991	0.1990402844	0.9151938095
992	0.1990129152	0.9152206158
993	0.1989724728	0.9151938095
994	0.198932216	0.9152295513
995	0.1988891773	0.9152920993
996	0.1988624872	0.915327841
997	0.198837822	0.9153099702
998	0.1988123014	0.9153189056
999	0.1987784002	0.9153010347
