iter	Logloss	Accuracy
145	0.3296624858	0.8729006424
146	0.3295515315	0.8730446807
147	0.3294567145	0.8729582577
148	0.3293959666	0.873015873
149	0.329321176	0.8731887189
150	0.329262682	0.8732175266
151	0.3292290142	0.8732175266
152	0.3290285473	0.8733615648
153	0.3288711523	0.8734479878
154	0.3288488706	0.8735632184
155	0.3287816535	0.8736208337
156	0.3286535643	0.8736208337
157	0.3284795459	0.8738224873
158	0.3284364638	0.8738224873
159	0.3283783331	0.8737360643
160	0.3282653376	0.873678449
161	0.328120452	0.8737648719
162	0.3278855182	0.8737360643
163	0.3278778794	0.8737360643
164	0.3278628674	0.8737360643
165	0.3278532709	0.8737072566
166	0.3277390631	0.8737648719
167	0.327657032	0.8739665255
168	0.3274825214	0.8740529485
169	0.3273752298	0.8739953332
170	0.3272175372	0.874254602
171	0.3271877874	0.8741393714
172	0.326942837	0.8741393714
173	0.3267864422	0.8741969867
174	0.3266822221	0.8741969867
175	0.3265384185	0.874341025
176	0.3265347633	0.8743122173
177	0.3264321431	0.874341025
178	0.3263473777	0.8742834097
179	0.3262110908	0.8744850632
180	0.3260955567	0.8745714862
181	0.3259665212	0.8745714862
182	0.3258643104	0.8745426785
183	0.3257840959	0.8747731397
184	0.3256714863	0.8748019474
185	0.3256025359	0.8748019474
186	0.3255144413	0.8749459857
187	0.3254727863	0.874917178
188	0.3252880853	0.8750612163
189	0.3251939635	0.8750324086
190	0.3251471233	0.8751188316
191	0.3250093921	0.8752052545
192	0.3249302673	0.8750900239
193	0.3249302307	0.8750900239
194	0.3248483763	0.8751764469
195	0.3247810682	0.8752052545
196	0.3247563273	0.8752628698
197	0.3246792156	0.8752340622
198	0.3245989764	0.8753204851
199	0.3244413541	0.8753204851
200	0.3243893451	0.8754069081
201	0.324306087	0.8756661769
202	0.3242291934	0.8756661769
203	0.3240782086	0.8756661769
204	0.3239892737	0.8756949846
205	0.3239686329	0.8756661769
206	0.3238582917	0.8756661769
207	0.3238528156	0.8757237922
208	0.323729442	0.8756661769
209	0.3236761638	0.875579754
210	0.3235551694	0.8756085616
211	0.3234412715	0.8755221387
212	0.3233821709	0.875579754
213	0.3232088863	0.8758102152
214	0.3231270201	0.8758966381
215	0.3231269981	0.8758966381
216	0.3231211085	0.8759254458
217	0.3229931857	0.8758678305
218	0.3229354778	0.8758390228
219	0.3228642326	0.8759254458
220	0.3228270494	0.8759542534
221	0.3227821014	0.8760406764
222	0.3226654499	0.8758966381
223	0.3226094193	0.8760118688
224	0.3225497514	0.8759830611
225	0.3224898234	0.8760406764
226	0.3224721112	0.8760694841
227	0.3222563453	0.876155907
228	0.3221844963	0.876155907
229	0.3220156442	0.8763287529
230	0.3219321402	0.8763575606
231	0.3219202795	0.8763575606
232	0.3219158623	0.8763863682
233	0.3218933714	0.8762999453
234	0.3217211727	0.8763287529
235	0.3215882463	0.8763863682
236	0.3214966668	0.8764151759
237	0.3214956032	0.8764151759
238	0.3214790865	0.8764151759
239	0.3214781516	0.8764439835
240	0.3214414426	0.8765592141
241	0.3213259969	0.8765880218
242	0.3212101416	0.8766744447
243	0.3211483155	0.8767032524
244	0.3211133671	0.8767032524
245	0.3210411505	0.8767896753
246	0.3209039499	0.8768472906
247	0.3208139739	0.8768760983
248	0.3206889039	0.8768472906
249	0.3206036819	0.8768760983
250	0.320593131	0.8768760983
251	0.3205838142	0.8769049059
252	0.3205725599	0.8769049059
253	0.3205720852	0.8769337136
254	0.3205121876	0.8769913289
255	0.3204334092	0.8771929825
256	0.3203840119	0.8773082131
257	0.3202709498	0.8772505978
258	0.32020351	0.877394636
259	0.3201157579	0.877481059
260	0.3200065577	0.8777115202
261	0.320005326	0.8776539049
262	0.3199608696	0.8777115202
263	0.3198462404	0.8776539049
264	0.3198270153	0.8776827125
265	0.3197577415	0.8776827125
266	0.319652944	0.8777403278
267	0.3196024454	0.8777403278
268	0.3195612845	0.8777979431
269	0.3194741792	0.8776250972
270	0.3194266324	0.8777403278
271	0.3193934708	0.8778267508
272	0.3193522455	0.8778843661
273	0.319328855	0.8779995967
274	0.3192615431	0.878057212
275	0.3191943294	0.8779995967
276	0.3191939876	0.877970789
277	0.3191579548	0.877970789
278	0.3191577232	0.877970789
279	0.3191189816	0.878057212
280	0.3191178498	0.878057212
281	0.3190841338	0.878057212
282	0.3188853087	0.8779419814
283	0.3188237411	0.877970789
284	0.3188092536	0.877970789
285	0.3187634676	0.8779131737
286	0.318697325	0.8781148273
287	0.3185917691	0.8780860196
288	0.3185905002	0.8781436349
289	0.3185469461	0.8780860196
290	0.3184591241	0.8781148273
291	0.3183840905	0.8781148273
292	0.3183140615	0.8782012503
293	0.3183139798	0.8782012503
294	0.3182422847	0.8782300579
295	0.3182302653	0.8782300579
296	0.3181943316	0.8782876732
297	0.3181552979	0.8782876732
298	0.318095454	0.8784029038
299	0.3180914222	0.8784029038
300	0.3180498776	0.8784029038
301	0.3180177704	0.8784893268
302	0.3180174631	0.8784893268
303	0.3179247539	0.8786045574
304	0.3178861986	0.878633365
305	0.317820958	0.8788062109
306	0.3177873164	0.8788062109
307	0.3177615226	0.8789214415
308	0.3177591091	0.8788926339
309	0.3175927787	0.8788350186
310	0.3175049937	0.8789790568
311	0.317453774	0.8790078645
312	0.3174184054	0.8790654798
313	0.3173956673	0.8790366721
314	0.3173252977	0.8789790568
315	0.3172520767	0.8790366721
316	0.3171997081	0.8790942874
317	0.3171822216	0.8790078645
318	0.317182184	0.8790078645
319	0.317111304	0.8790942874
320	0.3170917316	0.8791807104
321	0.3170916338	0.8791807104
322	0.3170508056	0.8790078645
323	0.3169732381	0.8790078645
324	0.3168495757	0.8790942874
325	0.3168062007	0.8790654798
326	0.3166852621	0.8792671334
327	0.3166838068	0.8792671334
328	0.3165837482	0.8792383257
329	0.3164513521	0.8793247487
330	0.3163672899	0.879209518
331	0.3162644299	0.8791807104
332	0.3161794235	0.8792383257
333	0.3160469569	0.8792383257
334	0.3159349509	0.8793535563
335	0.3159086842	0.8793535563
336	0.3158452891	0.8793247487
337	0.3157752319	0.8794975946
338	0.3157558547	0.8795840175
339	0.3157553115	0.8795840175
340	0.3156942586	0.8797856711
341	0.3156426362	0.8798432864
342	0.3156425295	0.8798144787
343	0.3155946537	0.8797856711
344	0.3155169045	0.8798432864
345	0.3154810951	0.8799009017
346	0.3154065203	0.879958517
347	0.3153530659	0.8800449399
348	0.3153457928	0.8800737476
349	0.3152309272	0.8801313629
350	0.3152306098	0.8800449399
351	0.3151469871	0.8800449399
352	0.315142155	0.8800161323
353	0.3151404187	0.8799873246
354	0.3151006751	0.8799873246
355	0.3150670074	0.8799873246
356	0.3150409218	0.879872094
357	0.3150167284	0.879958517
358	0.3149892724	0.8801025552
359	0.3149449739	0.8800449399
360	0.3148600322	0.8801025552
361	0.3148175608	0.8800161323
362	0.3147622945	0.8801313629
363	0.314627042	0.8802177858
364	0.3146265808	0.8801889782
365	0.3146261319	0.8801889782
366	0.314561274	0.8801889782
367	0.3144840266	0.8801889782
368	0.3144828636	0.8801889782
369	0.3144409542	0.8802754011
370	0.3143161828	0.8802465935
371	0.3143161619	0.8802465935
372	0.314314639	0.8802465935
373	0.3143134187	0.8802754011
374	0.3142984499	0.8801601705
375	0.3141183505	0.8801313629
376	0.3141183255	0.8801025552
377	0.3140726654	0.8801889782
378	0.3140717653	0.8802465935
379	0.3139777582	0.8803330164
380	0.3139777457	0.8803330164
381	0.3139302822	0.8803618241
382	0.3138867625	0.8803618241
383	0.3137354492	0.88053467
384	0.313709045	0.8807075159
385	0.3135842251	0.8807075159
386	0.3134983254	0.8807651312
387	0.3134417151	0.880621093
388	0.3134416849	0.880621093
389	0.313436657	0.8806499006
390	0.3134169958	0.8805922853
391	0.3134055858	0.8805922853
392	0.3133544297	0.8806787083
393	0.3132520628	0.8807075159
394	0.313212545	0.8807651312
395	0.3132108034	0.8807651312
396	0.313209606	0.8807651312
397	0.3131751967	0.8809091695
398	0.3131742217	0.8809091695
399	0.3131344294	0.8809667848
400	0.3131152083	0.8809667848
401	0.3131131245	0.8809667848
402	0.313080222	0.8809667848
403	0.3130800704	0.8809955924
404	0.313038413	0.8809667848
405	0.3130383702	0.8809667848
406	0.3129394677	0.8808803618
407	0.3128136214	0.8808227465
408	0.3127589087	0.8809091695
409	0.3127584585	0.8809379771
410	0.3127221552	0.8809667848
411	0.3126882609	0.8809667848
412	0.3126730031	0.8809955924
413	0.3126381585	0.8809379771
414	0.3125626628	0.8810532077
415	0.3124522492	0.8810820154
416	0.3123633383	0.8811684383
417	0.3122556876	0.8812548613
418	0.3122144427	0.8811396307
419	0.3121786042	0.8811396307
420	0.3120968721	0.8811684383
421	0.3120927443	0.8812260536
422	0.3120313575	0.881197246
423	0.3120311448	0.881197246
424	0.3120294563	0.8811684383
425	0.3119873791	0.8812260536
426	0.3119024572	0.8813124766
427	0.3118723183	0.8813412842
428	0.3117678581	0.8814277072
429	0.31176785	0.8814277072
430	0.3117478441	0.8813988995
431	0.3117317508	0.8814277072
432	0.3116496437	0.8812260536
433	0.3116253073	0.8812260536
434	0.3115068063	0.8812836689
435	0.3115065952	0.8812836689
436	0.3115065863	0.8812548613
437	0.3114468847	0.8813124766
438	0.3114349573	0.8812836689
439	0.3113587714	0.8811684383
440	0.3112543505	0.8814565149
441	0.3112431762	0.8814277072
442	0.3111720517	0.8814565149
443	0.3111689207	0.8814565149
444	0.3111651738	0.8815141302
445	0.3111579951	0.8815717455
446	0.3111579726	0.8815717455
447	0.3111269815	0.8815429378
448	0.3111056633	0.8815429378
449	0.3110791355	0.8814565149
450	0.3110582858	0.8813700919
451	0.3110373241	0.8813988995
452	0.3109510783	0.8813988995
453	0.3109509301	0.8813988995
454	0.3109410175	0.8813988995
455	0.3109405948	0.8814277072
456	0.3109398384	0.8813988995
457	0.3108794777	0.8816293608
458	0.310818893	0.8815717455
459	0.3108186414	0.8815429378
460	0.3108138875	0.8815717455
461	0.3108100021	0.8816005531
462	0.3107554975	0.8816293608
463	0.3107283846	0.8816581684
464	0.3106323505	0.8817445914
465	0.3106227653	0.8818022067
466	0.3105437113	0.881859822
467	0.3104939303	0.8819462449
468	0.3104919766	0.8819174373
469	0.3104421683	0.8819750526
470	0.3104173529	0.8820614755
471	0.3104031265	0.8821478985
472	0.3103601013	0.8820326679
473	0.3102519153	0.8819750526
474	0.3101720939	0.8820038602
475	0.3100947376	0.8821767061
476	0.3100933743	0.8821767061
477	0.3099560131	0.8820326679
478	0.3099274714	0.8820614755
479	0.3099195105	0.8820614755
480	0.3099034796	0.8820902832
481	0.3098595352	0.8821190908
482	0.3097677769	0.8822055138
483	0.3097574134	0.8822631291
484	0.3096482559	0.882349552
485	0.3096220427	0.8823783597
486	0.3095989186	0.8823207444
487	0.3095597038	0.8822919367
488	0.3095488645	0.8822343214
489	0.3095411815	0.8822343214
490	0.3095051896	0.8822919367
491	0.30946729	0.882349552
492	0.3094181196	0.8823207444
493	0.3093943456	0.882349552
494	0.3093900618	0.8823783597
495	0.309390025	0.8823783597
496	0.3093866031	0.8823783597
497	0.3093365155	0.8823783597
498	0.3093354039	0.8823783597
499	0.3093345066	0.8823783597
500	0.3093052689	0.882349552
501	0.3093048928	0.8823207444
502	0.3091689659	0.8823783597
503	0.3091630816	0.8823783597
504	0.3090464258	0.8825512056
505	0.3090281743	0.8825223979
506	0.3090115909	0.8826088209
507	0.3090079281	0.8825800133
508	0.3089723643	0.8826088209
509	0.3089250297	0.8826376286
510	0.308896944	0.8827528592
511	0.3088744249	0.8828104745
512	0.3088014988	0.8829257051
513	0.3087994353	0.8828680898
514	0.3087913207	0.8828680898
515	0.3087910805	0.8828392821
516	0.3087634435	0.8828968974
517	0.3086436119	0.8828104745
518	0.3086397136	0.8828104745
519	0.3086396911	0.8828104745
520	0.3086237446	0.8828680898
521	0.3085446235	0.883098551
522	0.3085261821	0.8829833204
523	0.3084368707	0.8832137816
524	0.3083670381	0.8832425892
525	0.3083566429	0.8832425892
526	0.3082860286	0.8831849739
527	0.3082852548	0.8831561663
528	0.3082138655	0.8832425892
529	0.3080895637	0.8833002045
530	0.3080895083	0.8833002045
531	0.3080893365	0.8832713969
532	0.308087332	0.8833290122
533	0.3080422248	0.8832137816
534	0.308034223	0.8832425892
535	0.3080067481	0.8832137816
536	0.3079713488	0.8833002045
537	0.3079575715	0.8833290122
538	0.3079520701	0.8833578198
539	0.3079475165	0.8834154351
540	0.3079455048	0.8833866275
541	0.3078707562	0.8835018581
542	0.3078661267	0.8835018581
543	0.3078334873	0.8834442428
544	0.3078271965	0.8835018581
545	0.3078271951	0.8835018581
546	0.3078185687	0.8835018581
547	0.3077688144	0.8835306657
548	0.3077175759	0.8834730504
549	0.3077148653	0.8834730504
550	0.3076672932	0.883761127
551	0.3075337094	0.8838187423
552	0.3075336192	0.8838187423
553	0.3075023547	0.8838475499
554	0.307428328	0.8838187423
555	0.307341177	0.8838475499
556	0.307321868	0.8838763576
557	0.3073048098	0.8837899346
558	0.3072774727	0.8838763576
559	0.3072691301	0.8838763576
560	0.3072296456	0.8839627805
561	0.3071862967	0.8840492035
562	0.307151509	0.8840492035
563	0.3070316315	0.8840203958
564	0.3070310929	0.8840203958
565	0.3070299449	0.8839915882
566	0.3069112003	0.8840780111
567	0.3068975697	0.8841068188
568	0.3068856298	0.8841356264
569	0.3068852558	0.8841644341
570	0.306850477	0.8841644341
571	0.3066923769	0.8841356264
572	0.3066726384	0.8840780111
573	0.3065761476	0.8841644341
574	0.3065723476	0.8841356264
575	0.3065551115	0.8841068188
576	0.3065309714	0.8841356264
577	0.3065211869	0.884250857
578	0.306453602	0.88433728
579	0.3064372308	0.884250857
580	0.3063961225	0.8842220494
581	0.3063148195	0.884250857
582	0.3062938054	0.8842796647
583	0.3062886903	0.8842796647
584	0.3062885155	0.8843084723
585	0.3062585985	0.884250857
586	0.3061885122	0.88433728
587	0.3061755883	0.8843660876
588	0.3061648636	0.8842796647
589	0.3060925633	0.8842796647
590	0.3060916521	0.8842796647
591	0.3060684866	0.884250857
592	0.3060673438	0.884250857
593	0.305983261	0.8842796647
594	0.3059440091	0.8843660876
595	0.3058456525	0.8843948953
596	0.3058262744	0.8844525106
597	0.3057931074	0.8843948953
598	0.3057929789	0.8843948953
599	0.3057294116	0.8844525106
600	0.3056934786	0.88433728
601	0.3056340219	0.8843660876
602	0.3055512671	0.8844237029
603	0.3055488463	0.8844237029
604	0.3055422701	0.8844813182
605	0.3055067511	0.88433728
606	0.3054867797	0.8842796647
607	0.3054423547	0.8843660876
608	0.3053168301	0.8844525106
609	0.3053072516	0.8844813182
610	0.305278987	0.8845389335
611	0.3052553037	0.8844813182
612	0.3052183398	0.8846253565
613	0.3052178632	0.8846253565
614	0.3052174033	0.8846253565
615	0.3051498936	0.8848270101
616	0.3050715975	0.8846829718
617	0.305059209	0.8846829718
618	0.3050139844	0.8847117794
619	0.3048903035	0.8845965488
620	0.3047897741	0.8846253565
621	0.3047792628	0.8845965488
622	0.3047789258	0.8845965488
623	0.3046489685	0.8845389335
624	0.3046394964	0.8846253565
625	0.3046320258	0.8846541641
626	0.3046159049	0.8846253565
627	0.3045919626	0.8845965488
628	0.304473421	0.8847405871
629	0.3044365673	0.8847117794
630	0.3044327918	0.8847117794
631	0.304396666	0.8846253565
632	0.3043595826	0.8846541641
633	0.3043058734	0.8846253565
634	0.3043010902	0.8846253565
635	0.3043004784	0.8846253565
636	0.3042287261	0.8847405871
637	0.3042284845	0.8847405871
638	0.3042257291	0.8847405871
639	0.3042255576	0.8847117794
640	0.3042136691	0.8846253565
641	0.3042136566	0.8846253565
642	0.3041851076	0.8845965488
643	0.3041829579	0.8845389335
644	0.3041825691	0.8845389335
645	0.3041812801	0.8845677412
646	0.3041681007	0.8846253565
647	0.3041238039	0.8846829718
648	0.3041212376	0.8847405871
649	0.3041096134	0.8847117794
650	0.3041093105	0.8847405871
651	0.3041075844	0.8847117794
652	0.3040533681	0.8848558177
653	0.304035543	0.884913433
654	0.3040348975	0.884913433
655	0.30402203	0.884999856
656	0.3040196339	0.8849422407
657	0.3040172497	0.884999856
658	0.3039824039	0.8850574713
659	0.3039451569	0.8849710483
660	0.3039445908	0.8849710483
661	0.3039128513	0.8850286636
662	0.3038728115	0.8849422407
663	0.3038573471	0.8849710483
664	0.303857345	0.8849710483
665	0.3038087284	0.884999856
666	0.3037917054	0.8850286636
667	0.3037909382	0.8850286636
668	0.3037876882	0.8850286636
669	0.3037433599	0.8851150866
670	0.3037023009	0.8851727019
671	0.3036901321	0.8851727019
672	0.3035613951	0.8853743554
673	0.3035200192	0.8852303172
674	0.3035189827	0.8852879325
675	0.3034903097	0.8852591248
676	0.3034855185	0.8852591248
677	0.3034671308	0.8853455478
678	0.3034480962	0.8853455478
679	0.3034349952	0.8852591248
680	0.303411676	0.8853743554
681	0.3033460666	0.8853743554
682	0.3033453686	0.8853743554
683	0.3033325742	0.8854319707
684	0.3033316961	0.8854319707
685	0.3033217451	0.8854319707
686	0.3033155033	0.885489586
687	0.3032452638	0.8854319707
688	0.3032087061	0.885489586
689	0.3031699681	0.8855183937
690	0.3031677471	0.8855183937
691	0.3031353847	0.885489586
692	0.303122952	0.885489586
693	0.3030899764	0.8856624319
694	0.3030895602	0.8856336243
695	0.3030257216	0.8856048166
696	0.3029853354	0.8857200472
697	0.3029362757	0.8858064702
698	0.302925573	0.8858352778
699	0.3029254793	0.8858352778
700	0.3029240893	0.8857488549
701	0.3028560188	0.8856624319
702	0.3028443151	0.8856336243
703	0.3028425036	0.8856336243
704	0.3028336124	0.8856336243
705	0.3028267764	0.8856336243
706	0.3027776097	0.8856336243
707	0.3027351894	0.8857776625
708	0.3026499385	0.8858064702
709	0.3026475251	0.8858064702
710	0.3025452199	0.8859793161
711	0.3024861777	0.8859793161
712	0.3024850553	0.8859793161
713	0.302414061	0.8859793161
714	0.3023888242	0.8861233544
715	0.3022169802	0.8862962003
716	0.3022031311	0.8863250079
717	0.3021711627	0.8862962003
718	0.3021706772	0.8862962003
719	0.3020612009	0.8863250079
720	0.3020578014	0.8862673926
721	0.3020027602	0.8862673926
722	0.301938849	0.886238585
723	0.3019285359	0.886238585
724	0.3019194579	0.8862673926
725	0.3018769127	0.8863250079
726	0.3018767698	0.8863250079
727	0.3018744212	0.8863250079
728	0.3017400156	0.8865554691
729	0.3017324575	0.8865554691
730	0.3017132913	0.8864978538
731	0.3016739884	0.8864690462
732	0.3016447874	0.8864690462
733	0.3016355219	0.8864690462
734	0.3015829932	0.8864690462
735	0.3014962494	0.8864402385
736	0.3014701541	0.8864114309
737	0.3014700487	0.8864114309
738	0.3014658587	0.8864402385
739	0.301452406	0.8864114309
740	0.3014514527	0.8864114309
741	0.3014488636	0.8864114309
742	0.3014253753	0.8864978538
743	0.3014191881	0.8864402385
744	0.3014183788	0.8864402385
745	0.3014027598	0.8865266615
746	0.3014025552	0.8865266615
747	0.3014006899	0.8865266615
748	0.3013998997	0.8865266615
749	0.3013170413	0.8865842768
750	0.3013033951	0.8866418921
751	0.3012878501	0.8866706997
752	0.3012658515	0.886728315
753	0.3012467122	0.886728315
754	0.3012463672	0.886728315
755	0.3011922637	0.8868435456
756	0.3011731628	0.8867571227
757	0.3011683486	0.886728315
758	0.3011482646	0.8868723533
759	0.301147787	0.8868435456
760	0.3011433854	0.8868435456
761	0.3011409845	0.886814738
762	0.3011329652	0.8869011609
763	0.3011328091	0.886814738
764	0.3011327825	0.8868723533
765	0.3011326764	0.8868435456
766	0.3011321402	0.8868723533
767	0.3011320326	0.8869011609
768	0.301080156	0.8869299686
769	0.3010646469	0.8869875839
770	0.3010630282	0.8869299686
771	0.3010580792	0.8869587763
772	0.3010559076	0.8868723533
773	0.3009971234	0.8867571227
774	0.3009964738	0.8867571227
775	0.300990768	0.8867571227
776	0.3009898854	0.8867571227
777	0.3009889389	0.8867571227
778	0.3009885919	0.8867859303
779	0.3009808406	0.8867859303
780	0.3009492136	0.8868723533
781	0.3009111288	0.8868723533
782	0.3008012748	0.8869299686
783	0.3007522105	0.8869875839
784	0.3007508855	0.8869299686
785	0.3007008656	0.8869011609
786	0.300653789	0.8869875839
787	0.3005829657	0.8869875839
788	0.3005677526	0.8869299686
789	0.3005442727	0.8870740069
790	0.3005423483	0.8870740069
791	0.3004605801	0.8871316222
792	0.3004598218	0.8870451992
793	0.3004591716	0.8870163916
794	0.3004545822	0.8870740069
795	0.3004319644	0.8870740069
796	0.3004310967	0.8871316222
797	0.3003916746	0.8871316222
798	0.3003907536	0.8871316222
799	0.3003904014	0.8871604298
800	0.3003801972	0.8871604298
801	0.3003410272	0.8872468528
802	0.3003366634	0.8871604298
803	0.3003355301	0.8872180451
804	0.3003295969	0.8871604298
805	0.3003196358	0.8872468528
806	0.3002609427	0.8872756604
807	0.3002410912	0.8873044681
808	0.3002388345	0.8873044681
809	0.3002384049	0.8873044681
810	0.3002341413	0.8873044681
811	0.300200647	0.8872756604
812	0.3002004173	0.8872756604
813	0.3001963654	0.8872756604
814	0.3001950732	0.8872756604
815	0.300190619	0.8873044681
816	0.3000996834	0.8873044681
817	0.3000881327	0.8873332757
818	0.3000842478	0.8874196987
819	0.3000754781	0.8873620834
820	0.3000754694	0.8873620834
821	0.3000317182	0.8873620834
822	0.3000316315	0.8873620834
823	0.3000008706	0.887390891
824	0.2999980621	0.8873044681
825	0.299987323	0.8873044681
826	0.2999873216	0.8873044681
827	0.2999842257	0.8873620834
828	0.2999396507	0.887390891
829	0.2998891713	0.887390891
830	0.2998575375	0.8874196987
831	0.2998280044	0.8874485063
832	0.2998280001	0.8874485063
833	0.2997813428	0.8873332757
834	0.299780959	0.8873620834
835	0.2997800077	0.8873620834
836	0.2997799549	0.887390891
837	0.2997458707	0.887390891
838	0.2997370478	0.887390891
839	0.2997020666	0.887477314
840	0.299668517	0.8874485063
841	0.2996205161	0.8875061216
842	0.2995741309	0.8875061216
843	0.2995708687	0.8875061216
844	0.2995561354	0.8875925446
845	0.2995559448	0.8875925446
846	0.2994974033	0.8874196987
847	0.2994036055	0.8874485063
848	0.2992888507	0.887477314
849	0.2992867723	0.887477314
850	0.2992866894	0.887477314
851	0.2992863814	0.887477314
852	0.2992860404	0.887477314
853	0.2991897195	0.8875925446
854	0.2991896185	0.8875925446
855	0.2991777202	0.8876213522
856	0.2991774984	0.8876213522
857	0.2991590262	0.8876501599
858	0.2991540226	0.8876213522
859	0.2991224682	0.8876213522
860	0.2991171792	0.8875925446
861	0.2990896085	0.8877077752
862	0.2990839697	0.8877077752
863	0.299080219	0.8876501599
864	0.2990560698	0.8877077752
865	0.2990361917	0.8877653905
866	0.2990361909	0.8877653905
867	0.2990213574	0.8878230058
868	0.2990060329	0.8878806211
869	0.2989793324	0.8878806211
870	0.2989366083	0.8878518134
871	0.2988613421	0.8879958517
872	0.2988482831	0.8879958517
873	0.2988474973	0.887967044
874	0.2987938448	0.887967044
875	0.2987714568	0.8879958517
876	0.2987611696	0.8879958517
877	0.2987604027	0.8879382364
878	0.298760141	0.8879382364
879	0.298758559	0.887967044
880	0.2987151009	0.8879094287
881	0.298712813	0.8879382364
882	0.2987127439	0.8879382364
883	0.2987125045	0.8879382364
